100,100,0
100,100,0
100,100,0
100,100,0
100,100,0
100,100,0
100,100,0
100,100,0
100,100,0
100,100,0
100,100,0
100,100,0
100,100,0
100,100,0
100,100,0
100,100,0
100,100,0
100,100,0
100,100,0
100,100,0
100,100,0
100,100,0
100,100,0
100,100,0
100,100,0
100,100,0
100,100,0
100,100,0
100,100,0
100,100,0
100,100,0
100,100,0
100,100,0
100,100,0
100,100,0
100,100,0
100,100,0
100,100,0
100,100,0
100,100,0
100,100,0
100,100,0
100,100,0
100,100,0
100,100,0
100,100,0
100,100,0
100,100,0
100,100,0
100,100,0
100,100,0
100,100,0
100,100,0
100,100,0
100,100,0
100,100,0
100,100,0
100,100,0
100,100,0
100,100,0
100,100,0
100,100,0
100,100,0
100,100,0
100,100,0
100,100,0
100,100,0
100,100,0
100,100,0
100,100,0
100,100,0
100,100,0
100,100,0
100,100,0
100,100,0
100,100,0
100,100,0
100,100,0
100,100,0
100,100,0
100,100,0
100,100,0
100,100,0
100,100,0
100,100,0
100,100,0
100,100,0
100,100,0
100,100,0
100,100,0
100,100,0
100,100,0
100,100,0
100,100,0
100,100,0
100,100,0
100,100,0
100,100,0
100,100,0
100,100,0
100,100,0
100,100,0
100,100,0
100,100,0
100,100,0
100,100,0
100,100,0
100,100,0
100,100,0
100,100,0
100,100,0
100,100,0
100,100,0
100,100,0
100,100,0
100,100,0
100,100,0
100,100,0
100,100,0
100,100,0
100,100,0
100,100,0
100,100,0
100,100,0
100,100,0
100,100,0
100,100,0
100,100,0
100,100,0
100,100,0
100,100,0
100,100,0
100,100,0
100,100,0
100,100,0
100,100,0
100,100,0
100,100,0
100,100,0
100,100,0
100,100,0
100,100,0
100,100,0
100,100,0
100,100,0
100,100,0
100,100,0
100,100,0
100,100,0
100,100,0
100,100,0
100,100,0
100,100,0
100,100,0
100,100,0
100,100,0
100,100,0
100,100,0
100,100,0
100,100,0
100,100,0
100,100,0
100,100,0
100,100,0
100,100,0
100,100,0
100,100,0
100,100,0
100,100,0
100,100,0
100,100,0
100,100,0
100,100,0
100,100,0
100,100,0
100,100,0
100,100,0
100,100,0
100,100,0
100,100,5
100,100,10
100,100,15
100,100,20
100,100,25
101.8126155740733,100.8452365234814,30
103.54466638164219,101.8452365234814,35
105.18297047022017,102.9923893961835,40
106.71505935645813,104.27796461555657,45
108.12927291883122,105.69217817792966,50
109.41484813820429,107.22426706416762,55
110.56200101090639,108.8625711527456,55
111.70915388360848,110.50087524132358,55
112.85630675631057,112.13917932990157,55
114.00345962901267,113.77748341847955,55
115.15061250171476,115.41578750705753,55
116.29776537441685,117.05409159563551,55
117.44491824711895,118.6923956842135,55
118.59207111982104,120.33069977279148,55
119.73922399252314,121.96900386136946,55
120.88637686522523,123.60730794994744,55
122.03352973792732,125.24561203852542,55
123.18068261062942,126.8839161271034,55
124.32783548333151,128.5222202156814,55
125.4749883560336,130.16052430425938,55
126.6221412287357,131.79882839283738,55
127.7692941014378,133.43713248141538,55
128.9164469741399,135.07543656999337,55
130.06359984684198,136.71374065857137,55
131.21075271954408,138.35204474714936,55
132.35790559224617,139.99034883572736,55
133.50505846494826,141.62865292430536,55
134.65221133765036,143.26695701288335,55
135.79936421035245,144.90526110146135,55
136.94651708305454,146.54356519003935,55
138.09366995575664,148.18186927861734,55
139.24082282845873,149.82017336719534,55
140.38797570116083,151.45847745577333,55
141.53512857386292,153.09678154435133,55
142.682281446565,154.73508563292933,55
143.8294343192671,156.37338972150732,55
144.9765871919692,158.01169381008532,55
146.1237400646713,159.64999789866332,55
147.2708929373734,161.2883019872413,55
148.41804581007548,162.9266060758193,55
149.56519868277758,164.5649101643973,55
150.71235155547967,166.2032142529753,55
151.85950442818176,167.8415183415533,55
153.00665730088386,169.4798224301313,55
154.15381017358595,171.1181265187093,55
155.30096304628805,172.75643060728729,55
156.44811591899014,174.39473469586528,55
157.59526879169223,176.03303878444328,55
158.74242166439433,177.67134287302127,55
159.88957453709642,179.30964696159927,55
161.03672740979852,180.94795105017727,55
162.1838802825006,182.58625513875526,55
163.3310331552027,184.22455922733326,55
164.4781860279048,185.86286331591126,55
165.6253389006069,187.50116740448925,55
166.77249177330899,189.13947149306725,55
167.91964464601108,190.77777558164524,55
169.06679751871317,192.41607967022324,55
170.21395039141527,194.05438375880124,55
171.36110326411736,195.69268784737923,55
172.50825613681945,197.33099193595723,55
173.65540900952155,198.96929602453523,55
